School ID,EducationUnits,Total,White,AfricanAmerican,API,NativeAmericanAlaskan,Hispanic,MR,Asian,HPR,NA
610307,Bowen Environmental Studies High School,313,0,291,0,0,22,Nan,Nan,Nan,Nan
610308,Wilma Rudolph Elementary Learning Center,109,3,51,3,1,51,Nan,Nan,Nan,Nan
610309,Chicago Discovery Academy High School,422,1,228,0,0,193,Nan,Nan,Nan,Nan
610310,High School of the Arts at South Shore,411,2,408,0,0,1,Nan,Nan,Nan,Nan
610311,Entrepreneurship High School,440,0,437,0,0,3,Nan,Nan,Nan,Nan
610312,Mary E McDowell Elementary School,205,0,204,0,0,1,Nan,Nan,Nan,Nan
610313,Jose De Diego Elementary Community Academy,993,35,118,20,0,820,Nan,Nan,Nan,Nan
610314,Davis Developmental Center,87,6,65,0,0,16,Nan,Nan,Nan,Nan
610315,Edward White Elementary Career Academy,194,0,194,0,0,0,Nan,Nan,Nan,Nan
610316,Amelia Earhart Options for Knowledge ES,279,1,278,0,0,0,Nan,Nan,Nan,Nan
610317,Brighton Park Elementary School,910,17,4,3,1,885,Nan,Nan,Nan,Nan
610319,Evergreen Academy Middle School,427,25,8,9,1,384,Nan,Nan,Nan,Nan
610320,Ana Roque de Duprey Elementary School,314,11,50,1,1,251,Nan,Nan,Nan,Nan
610321,Thurgood Marshall Middle School,665,33,27,11,0,594,Nan,Nan,Nan,Nan
610323,New Millennium High School of Health at Bowen,316,1,291,0,1,23,Nan,Nan,Nan,Nan
610324,Bowen Global Visions Academy High School,260,3,231,0,1,25,Nan,Nan,Nan,Nan
610325,Logandale Middle School,311,6,27,4,2,272,Nan,Nan,Nan,Nan
610329,Orozco Fine Arts & Sciences Elementary School,663,3,7,1,1,651,Nan,Nan,Nan,Nan
610334,Al Raby High School,538,1,528,0,1,8,Nan,Nan,Nan,Nan
610336,Williams Preparatory Academy Middle School Total,117,0,117,0,0,0,Nan,Nan,Nan,Nan
610337,Big Picture High School at Williams Multiplex,19,0,17,0,0,2,Nan,Nan,Nan,Nan
610339,Amos Alonzo Stagg Elementary School,614,1,606,0,0,7,Nan,Nan,Nan,Nan
610340,Chicago Academy High School,497,106,115,22,2,252,Nan,Nan,Nan,Nan
610342,Albert R Sabin Elementary Magnet School,610,10,122,8,1,469,Nan,Nan,Nan,Nan
610345,Carter G Woodson South Elementary School,479,2,468,0,0,9,Nan,Nan,Nan,Nan
610347,Claremont Academy Elementary School,584,3,569,1,0,11,Nan,Nan,Nan,Nan
610348,Nathan R Goldblatt Elementary School,331,0,331,0,0,0,Nan,Nan,Nan,Nan
610349,Princeton A C Elementary School,152,1,14,0,0,137,Nan,Nan,Nan,Nan
610350,Robert A Black Magnet Elementary School,458,4,445,0,1,8,Nan,Nan,Nan,Nan
610352,Durkin Park Elementary School,497,59,86,4,0,348,Nan,Nan,Nan,Nan
610353,McKinley Park Elementary School,310,4,2,0,0,304,Nan,Nan,Nan,Nan
610354,North River Elementary School,302,23,17,15,0,247,Nan,Nan,Nan,Nan
610355,Mary E Courtenay Elementary Language Arts Center,235,29,37,13,0,156,Nan,Nan,Nan,Nan
610357,Spry Community Links High School,134,0,0,0,0,134,Nan,Nan,Nan,Nan
610362,Medgar Evers Elementary School,386,0,386,0,0,0,Nan,Nan,Nan,Nan
610363,Walt Disney Magnet Elementary School,"1,577",339,642,235,11,350,Nan,Nan,Nan,Nan
610364,William E B DuBois Elementary School,196,0,187,0,0,9,Nan,Nan,Nan,Nan
610365,Mary McLeod Bethune Elementary School,353,0,351,0,0,2,Nan,Nan,Nan,Nan
610366,Charles H Wacker Elementary School,237,0,236,0,0,1,Nan,Nan,Nan,Nan
610367,Oscar DePriest Elementary School,667,1,652,1,0,13,Nan,Nan,Nan,Nan
610368,Langston Hughes Elementary School,255,0,250,1,0,4,Nan,Nan,Nan,Nan
610369,Mahalia Jackson Elementary School,321,0,317,1,0,3,Nan,Nan,Nan,Nan
610370,Best Practice High School,238,1,220,0,0,17,Nan,Nan,Nan,Nan
610371,IDOC/Healy South High School,76,3,63,0,0,10,Nan,Nan,Nan,Nan
610374,Robeson Achievement Academy High School,187,0,185,0,0,2,Nan,Nan,Nan,Nan
610375,Tilden Achievement Academy High School,213,4,146,1,0,62,Nan,Nan,Nan,Nan
610377,Senn Achievement Academy High School,71,9,24,2,1,35,Nan,Nan,Nan,Nan
610378,Crane Achievement Academy High School,350,0,342,0,0,8,Nan,Nan,Nan,Nan
610380,Daniel Hale Williams Prep School of Medicine,322,3,307,1,0,11,Nan,Nan,Nan,Nan
610381,Bronzeville Scholastic Academy High School,521,2,516,0,0,3,Nan,Nan,Nan,Nan
610383,Greater Lawndale High School For Social Justice,350,3,79,0,0,268,Nan,Nan,Nan,Nan
610384,Infinity Math Science and Technology High School,340,0,73,1,0,266,Nan,Nan,Nan,Nan
610385,Multicultural Arts High School,323,1,80,0,0,242,Nan,Nan,Nan,Nan
610386,Peace & Education Coalition High School,103,2,25,0,0,76,Nan,Nan,Nan,Nan
610388,LINC Alternative High School,533,1,511,0,0,21,Nan,Nan,Nan,Nan
610389,Orr Academy High School,"1,185",1,"1,083",0,1,100,Nan,Nan,Nan,Nan
610390,Hyman G Rickover Naval Academy High School,397,44,86,17,0,250,Nan,Nan,Nan,Nan
610391,Robert Lindblom Math & Science Academy HS,654,22,508,7,0,117,Nan,Nan,Nan,Nan
610392,World Language Academy High School,342,3,47,0,0,292,Nan,Nan,Nan,Nan
610394,Uplift Community High School,558,19,434,21,1,83,Nan,Nan,Nan,Nan
610395,Pershing West Middle School,274,2,260,4,0,8,Nan,Nan,Nan,Nan
610396,Tarkington School of Excellence ES,"1,089",8,293,0,0,788,Nan,Nan,Nan,Nan
610401,Clemente Achievement Academy High School,218,5,105,0,0,108,Nan,Nan,Nan,Nan
610402,DeVry University Advantage Academy HS,197,18,88,5,0,86,Nan,Nan,Nan,Nan
610405,Suder Montessori Magnet ES,206,28,127,11,0,40,Nan,Nan,Nan,Nan
610499,Collins Academy High School,241,0,230,0,0,11,Nan,Nan,Nan,Nan
610501,Austin Polytechnical Academy High School,258,0,253,0,1,4,Nan,Nan,Nan,Nan
610502,Marine Military Academy High School,240,10,110,4,0,116,Nan,Nan,Nan,Nan
610503,Frazier International Magnet Elementary School,173,0,169,0,0,4,Nan,Nan,Nan,Nan
610504,Velma F Thomas Early Childhood Center,174,11,3,4,0,156,Nan,Nan,Nan,Nan
610506,TEAM Englewood Community Academy High School,282,1,279,1,0,1,Nan,Nan,Nan,Nan
610515,Walt Disney II Magnet Elementary School,205,102,27,8,2,66,Nan,Nan,Nan,Nan
610518,VOISE Academy High School,149,1,146,1,0,1,Nan,Nan,Nan,Nan
610520,LaSalle II Elementary Language Academy,228,50,27,3,0,148,Nan,Nan,Nan,Nan
610521,Sir Miles Davis Magnet Elementary Academy,558,0,558,0,0,0,Nan,Nan,Nan,Nan
610523,Edison Park Elementary School,258,191,0,10,1,56,Nan,Nan,Nan,Nan
